Coder_ID,Pair_type,Word_ID,Pair_ID,Word,POS,Note,I_Feel,They_Feel,They_Feel_Q1,They_Feel_Q2,It_Feels,It_Feels_Q1,It_Feels_Q2,Bodily_Physical,Epistemic,Behavioral_Result,Additional_Meaning,Add_Row,Distinctiveness,Relatedness,I_Am,I_Am_Q1,I_Am_Q2,Meaning_label
2,verb-adj,1219,722,sickening,adjective,physical,unacceptable,acceptable,no,yes,acceptable,no,yes,yes,no,no,yes,,yes,yes,acceptable,yes,no,2
2,noun-adj,,1,preciousness,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,2,1,precious,adjective,valuable,acceptable,acceptable,no,yes,acceptable,no,yes,no,no,no,yes,,yes,no,acceptable,yes,yes,1
2,noun-adj,2,1,precious,adjective,cute,acceptable,acceptable,no,yes,acceptable,no,yes,no,no,no,yes,,yes,no,acceptable,yes,yes,2
2,noun-adj,5,3,pity,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,6,3,pitiful,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,10002,3,piteous,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,9,5,fantasy,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,10,5,fantastic,adjective,as relating to fantasy,unacceptable,acceptable,no,yes,acceptable,no,yes,no,no,no,yes,,yes,no,acceptable,no,yes,1
2,noun-adj,10,5,fantastic,adjective,awesome!,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,yes,,yes,no,acceptable,no,no,2
2,noun-adj,11,6,weep,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,12,6,weepy,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,yes,no,,,,acceptable,yes,yes,1
2,noun-adj,13,7,forgiveness,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,14,7,forgiving,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,15,8,nastiness,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,16,8,nasty,adjective,gross,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,yes,,yes,yes,acceptable,yes,yes,1
2,noun-adj,16,8,nasty,adjective,"slang: promiscuous, lewd",acceptable,acceptable,yes,yes,acceptable,no,no,no,no,no,yes,,yes,yes,acceptable,yes,no,2
2,noun-adj,16,8,nasty,adjective,physically delicate,acceptable,acceptable,yes,yes,acceptable,yes,yes,yes,no,no,yes,,yes,no,acceptable,unsure,yes,3
2,noun-adj,21,11,irritation,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,22,11,irritated,adjective,physically irritated,acceptable,acceptable,yes,yes,acceptable,yes,yes,yes,no,no,yes,,yes,no,acceptable,no,yes,1
2,noun-adj,22,11,irritated,adjective,emotionally irritated,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,yes,,yes,no,acceptable,no,yes,2
2,noun-adj,23,11,irritating,adjective,physically irritating,unacceptable,unacceptable,no,no,acceptable,no,yes,yes,no,no,yes,,yes,no,unacceptable,yes,no,1
2,noun-adj,23,11,irritating,adjective,emotionally irritating,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,yes,,yes,no,acceptable,yes,no,2
2,noun-adj,24,12,awe,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,25,12,awe-struck,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,10003,12,overawed,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,26,13,affection,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,27,13,affectionate,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,yes,no,,,,acceptable,yes,no,1
2,noun-adj,30,15,avarice,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,31,15,avaricious,adjective,"not a word I personally use, usued dictionary",acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,32,16,beauty,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,33,16,beautiful,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,36,18,neglect,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,37,18,neglected,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,38,19,penitence,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,39,19,penitent,adjective,used dictionary,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,40,20,inspiration,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,41,20,inspired,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,42,20,inspiring,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,43,21,confusion,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,44,21,confused,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,unsure,yes,1
2,noun-adj,45,21,confusing,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,46,22,aggravation,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,47,22,aggravated,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,48,22,aggravating,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,49,23,threat,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,50,23,threatened,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,51,23,threatening,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,52,24,repulsion,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,53,24,repulsed,adjective,emotionally repulsed,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,yes,yes,,yes,yes,acceptable,no,yes,1
2,noun-adj,53,24,repulsed,adjective,physically repulsed (pushed away),acceptable,acceptable,yes,yes,acceptable,yes,yes,yes,no,no,yes,,yes,yes,acceptable,no,yes,2
2,noun-adj,54,24,repulsive,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,55,25,loneliness,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,56,25,lonesome,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,unsure,yes,1
2,noun-adj,57,25,lonely,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,58,26,rage,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,59,26,raged,adjective,"for rage (in my day to day speach) would use enraged/enraging instead, raged and raging feels archaic. I still filled this out for raged/raging, but just wanted to note that I did have to use dictionary for them rather than impulse",acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,60,26,raging,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,61,27,outrage,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,62,27,outraged,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,63,27,outraging,adjective,,acceptable,acceptable,no,yes,acceptable,no,yes,no,no,no,no,,,,not sure,yes,no,1
2,noun-adj,64,28,deploration,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,65,28,deplorable,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,66,28,deploring,adjective,"not a word I'm familiar with, used dictionary",acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,67,29,hopelessness,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,68,29,hopeless,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,unsure,no,no,,,,acceptable,yes,yes,1
2,noun-adj,69,30,hope,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,70,30,hopeful,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,unsure,no,no,,,,acceptable,yes,yes,1
2,noun-adj,71,31,wiseness,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,72,31,wise,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,yes,no,no,,,,acceptable,no,yes,1
2,noun-adj,73,32,vigor,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,74,32,vigorous,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,244,102,cock,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,245,102,cocky,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,246,105,cold-heart,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,247,105,cold-hearted,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,248,106,comfort,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,249,106,comforted,adjective,,acceptable,acceptable,yes,no,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,250,106,comfortable,adjective,physically comfortable,acceptable,acceptable,yes,yes,acceptable,unsure,yes,yes,no,no,yes,,yes,yes,acceptable,no,yes,1
2,noun-adj,250,106,comfortable,adjective,emotionally comfortable,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,yes,,yes,yes,acceptable,no,yes,2
2,noun-adj,251,106,uncomfortable,adjective,opposite - physically uncomfortable,acceptable,acceptable,yes,no,unacceptable,no,no,yes,no,no,yes,,yes,yes,acceptable,no,yes,1
2,noun-adj,251,106,uncomfortable,adjective,emotionally uncomfortable,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,yes,,yes,yes,acceptable,no,yes,2
2,noun-adj,252,108,compassion,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,253,108,compassionate,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,254,112,concentration,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,255,112,concentrating,adjective,,unacceptable,acceptable,no,yes,unacceptable,no,no,no,unsure,no,no,,,,acceptable,yes,no,1
2,noun-adj,256,119,congratulation,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,257,119,congratulating,adjective,,unacceptable,acceptable,no,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,258,124,control,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,259,124,controlled,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,260,130,coziness,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,261,130,cozy,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,262,134,cringe,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,263,134,cringey,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,264,138,cunning,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,265,138,cunning,adjective,,unacceptable,acceptable,no,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,266,139,cuteness,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,267,139,cute,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,268,140,dare,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,269,140,daring,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,270,142,defense,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,271,142,defensive,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,yes,no,,,,acceptable,yes,no,1
2,noun-adj,272,146,delicacy,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,273,146,delicate,adjective,emotionally delicate,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,yes,,yes,no,acceptable,unsure,yes,1
2,noun-adj,273,146,delicate,adjective,physically delicate,acceptable,acceptable,yes,no,acceptable,yes,yes,yes,no,no,yes,,yes,no,acceptable,unsure,yes,2
2,noun-adj,277,150,desire,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,278,150,desiring,adjective,,unacceptable,acceptable,no,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,279,151,despair,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,280,151,despairing,adjective,,acceptable,acceptable,yes,no,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,281,155,determination,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,282,155,determined,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,283,165,disbelief,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,284,165,disbelieving,adjective,,unacceptable,acceptable,no,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,285,169,discouragement,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,286,169,discouraged,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,287,169,discouraging,adjective,,not sure,acceptable,no,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,288,172,disgust,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,289,172,disgusting,adjective,not sure if I'm conflating two definitions here,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,unsure,,,,acceptable,yes,yes,1
2,noun-adj,290,178,disrespect,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,291,178,disrespectful,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,292,181,distaste,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,293,181,distasteful,adjective,,unacceptable,acceptable,no,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,294,185,disturbance,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,295,185,disturbed,adjective,physically disturbed (moved),acceptable,acceptable,yes,yes,acceptable,yes,yes,yes,no,no,yes,,yes,no,acceptable,no,yes,1
2,noun-adj,295,185,disturbed,adjective,emotionally disturbed,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,yes,,yes,no,acceptable,no,yes,2
2,noun-adj,296,191,drama,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,297,191,dramatic,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,298,198,earnestness,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,299,198,earnest,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,300,201,ecstacy,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,301,201,ecstatic,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,302,203,electricity,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,303,203,electrified,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,no,no,1
2,noun-adj,304,203,electrifying,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,no,no,1
2,noun-adj,305,205,embarrassment,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,306,205,embarrassed,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,yes,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,307,205,embarrassing,adjective,,acceptable,acceptable,yes,no,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,308,206,embitterment,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,309,206,embittered,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,310,207,emotion,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,311,207,emotional,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,312,210,energy,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,313,210,energetic,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,unsure,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,314,211,engrossment,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,315,211,engrossing,adjective,,unacceptable,acceptable,no,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,316,219,excitement,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,317,219,excited,adjective,excited as in enthustiastic,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,yes,,yes,yes,acceptable,no,yes,1
2,noun-adj,317,219,excited,adjective,excited as in horny,acceptable,acceptable,yes,yes,unacceptable,no,no,yes,no,no,yes,,yes,yes,acceptable,no,no,2
2,noun-adj,319,219,exciting,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,320,221,exquisiteness,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,321,221,exquisite,adjective,,acceptable,acceptable,yes,no,acceptable,no,yes,no,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,322,227,fascination,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,323,227,fascinated,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,324,228,fear,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,325,228,fearful,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,yes,,no,yes,acceptable,no,yes,1
2,noun-adj,325,228,fearful,adjective,"in queer & online slang, ""frightening""",unacceptable,acceptable,no,yes,acceptable,no,yes,no,no,no,yes,,no,yes,acceptable,yes,no,2
2,noun-adj,328,241,fool,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,329,241,foolish,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,330,242,forbidness,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,331,242,forbidding,adjective,,unacceptable,acceptable,no,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,332,243,force,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,333,243,forceful,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,334,251,fret,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,335,251,fretful,adjective,full of worry,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,yes,,no,yes,acceptable,no,yes,1
2,noun-adj,335,251,fretful,adjective,causing worry,unacceptable,acceptable,no,yes,acceptable,no,yes,no,no,no,yes,,no,yes,acceptable,yes,no,2
2,noun-adj,336,251,fretted,adjective,"unfamiliar, used oed",acceptable,acceptable,yes,yes,acceptable,no,no,no,no,yes,no,,,,acceptable,unsure,yes,1
2,noun-adj,337,252,friendliness,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,338,252,friendly,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,339,254,frustration,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,340,254,frustrated,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,341,258,gauntness,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,342,258,gaunt,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,yes,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,343,259,generosity,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,344,259,generous,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,345,267,goodness,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,346,267,good,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,unsure,1
2,noun-adj,347,271,grief,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,348,271,grief-stricken,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
2,no-pair,350,272,grim,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,351,274,grouch,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,352,274,grouchy,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,353,275,grue,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,354,275,gruesome,adjective,used oed,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,355,280,harshness,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,356,280,harsh,adjective,,unacceptable,acceptable,no,yes,unacceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,357,287,hollow,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,358,287,hollow,adjective,emotionally hollow,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,yes,,yes,no,acceptable,no,yes,1
2,noun-adj,358,287,hollow,adjective,physically hollow,unacceptable,unacceptable,no,no,acceptable,no,yes,yes,no,no,yes,,yes,no,acceptable,no,yes,2
2,noun-adj,359,295,humiliation,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,360,295,humiliated,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,361,295,humiliating,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,362,296,hurry,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,363,296,hurried,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
2,no-pair,365,299,impassive,adjective,used oed,not sure,acceptable,no,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,no,1
2,noun-adj,366,301,impression,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,367,301,impressed,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,368,301,impressive,adjective,,acceptable,acceptable,yes,no,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,369,305,injury,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,370,305,injured,adjective,physically injured,acceptable,acceptable,yes,yes,unacceptable,no,no,yes,no,no,yes,,yes,no,acceptable,no,yes,1
2,noun-adj,370,305,injured,adjective,emotionally injured,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,yes,,yes,no,acceptable,no,yes,2
2,noun-adj,371,307,insipidity,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,372,307,insipid,adjective,,unacceptable,acceptable,no,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,373,310,intensity,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,374,310,intense,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,375,312,intimacy,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,376,312,intimate,adjective,,unacceptable,acceptable,no,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,380,316,ire,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,381,316,irate,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,387,319,jar,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,388,319,jarring,adjective,,unacceptable,acceptable,no,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,389,323,joy,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,390,323,joyful,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,391,323,overjoyed,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,395,348,mercy,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,396,348,merciful,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,397,348,merciless,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
2,noun-adj,398,350,mess,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,399,350,messy,adjective,physically messy,acceptable,acceptable,yes,yes,acceptable,no,yes,yes,no,no,yes,,yes,unsure,acceptable,yes,no,1
2,noun-adj,399,350,messy,adjective,messy as in drama-causing,unacceptable,acceptable,no,yes,unacceptable,no,no,no,no,no,yes,,yes,unsure,acceptable,yes,no,2
2,noun-adj,400,353,mix,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,401,353,mixed,adjective,,unacceptable,unacceptable,no,no,acceptable,no,yes,yes,no,no,unsure,,,,unacceptable,no,no,1
2,noun-adj,402,356,moisture,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,403,356,moist,adjective,,acceptable,acceptable,yes,yes,acceptable,unsure,yes,yes,no,no,no,,,,acceptable,unsure,yes,1
2,noun-adj,404,361,murder,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,405,361,murderous,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,unsure,no,,,,acceptable,yes,no,1
2,noun-adj,406,362,mystery,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,407,362,mystified,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
2,noun-adj,408,367,nerve,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,409,367,nervous,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
2,noun-adj,410,372,obviousness,noun,,,,,,,,,,,,,,,,,,,
2,noun-adj,411,372,obvious,adjective,,unacceptable,acceptable,no,yes,acceptable,no,yes,no,unsure,no,no,,,,acceptable,yes,no,1
